Store_Name,Store_Type,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,X,Y,ObjectId,unique_ID,current_partner,potential_partner
The Korner Store Llc,NA,2116 School St,NA,Hillsboro,IL,62049,1647,MONTGOMERY,-89.465858,39.156078,-89.465858,39.156078,6024,211662049,No,NA
Hillsboro Shell,Gas Station,704 S Main St,NA,Hillsboro,IL,62049,1734,MONTGOMERY,-89.493477,39.154526,-89.493477,39.154526,6028,70462049,No,Unqualified
Dollar General 20805,Dollar Store,505 22nd St,NA,Hillsboro,IL,62049,NA,MONTGOMERY,-89.465675,39.159,-89.465675,39.159,6033,50562049,No,Unqualified
CAPRI IGA FOODLINER,NA,1201 Vandalia Rd,NA,Hillsboro,IL,62049,2032,MONTGOMERY,-89.491341,39.149273,-89.491341,39.149273,6038,120162049,No,NA
Hillsboro Motomart 3116,Convenience Store,601 S Main St,NA,Hillsboro,IL,62049,1731,MONTGOMERY,-89.493378,39.156322,-89.493378,39.156322,6043,60162049,No,Unqualified
Fine Cut Meat & Seafood Inc,Meat or Fish Market,580 Vine St,NA,Hampshire,IL,60140,5621,KANE,-88.506187,42.092484,-88.506187,42.092484,6092,58060140,No,Unqualified
Tyler Creek Mobil 58,Gas Station,15N341 State Route 47,NA,Hampshire,IL,60140,9149,KANE,-88.45652,42.087708,-88.45652,42.087708,6093,15N34160140,No,Unqualified
Love's Travel Stop 763,Gas Station,201 Love's Crossing,A,Hampshire,IL,60140,NA,KANE,-88.526443,42.096588,-88.526443,42.096588,6094,20160140,No,Unqualified
Buckhead Meat & Seafood of Chicago 292,Meat or Fish Market,200 Flannigan Rd,NA,Hampshire,IL,60140,8245,KANE,-88.501083,42.13282,-88.501083,42.13282,6095,20060140,No,Unqualified
Paramguru 9 LLC,NA,199 Maple Place,NA,Hampshire,IL,60140,NA,KANE,-88.52916,42.097855,-88.52916,42.097855,6096,19960140,No,NA
Hampshire Gasoline Inc 1,Gas Station,1000 S State St,NA,Hampshire,IL,60140,NA,KANE,-88.530113,42.088135,-88.530113,42.088135,6097,100060140,No,Unqualified
Walgreens 04179,Convenience Store,2100 W State St,NA,Geneva,IL,60134,3693,KANE,-88.331909,41.897991,-88.331909,41.897991,6125,210060134,No,Unqualified
Dollar General 16121,Dollar Store,101 Park St,NA,Davis Junction,IL,61020,NA,OGLE,-89.096992,42.102596,-89.096992,42.102596,6233,10161020,No,Unqualified
Love's Travel Stop 851,Gas Station,16991 E State Route 72,Illinois,Monroe Center,IL,61052,9748,OGLE,-89.017174,42.100655,-89.017174,42.100655,6234,1699161052,No,Unqualified
Monroe Center Oasis,NA,5534 N Limestone Rd,NA,Monroe Center,IL,61052,9702,OGLE,-89.017326,42.101318,-89.017326,42.101318,6235,553461052,No,NA
Sullivan's Foods 270,Small to Medium Grocery Chain,101 E Highway 64,NA,Mount Morris,IL,61054,1527,OGLE,-89.426758,42.048523,-89.426758,42.048523,6236,10161054,No,Potential Partner
Mount Morris Mobil 67,Gas Station,214 E Hitt St,NA,Mount Morris,IL,61054,1208,OGLE,-89.430054,42.049641,-89.430054,42.049641,6237,21461054,No,Unqualified
Food N Fuel Route 6 And Hollywood,Gas Station,3201 Channahon Road,NA,Joliet,IL,60436,NA,WILL,-88.15612,41.4846,-88.15612,41.4846,6389,320160436,No,Unqualified
Jewel Food Store 3503,Large Grocery Chain,145 S Eastwood Dr,NA,Woodstock,IL,60098,3519,MCHENRY,-88.436012,42.314308,-88.436012,42.314308,6416,14560098,No,Potential Partner
Seminary Mobil Llc,Gas Station,1144 N Seminary Ave,NA,Woodstock,IL,60098,2959,MCHENRY,-88.442764,42.32719,-88.442764,42.32719,6417,114460098,No,Unqualified
Shell Woodstock,Gas Station,315 N Madison St,NA,Woodstock,IL,60098,3328,MCHENRY,-88.445152,42.317169,-88.445152,42.317169,6418,31560098,No,Unqualified
2025 Eastwood Drive Inc,NA,2025 S Eastwood Dr,NA,Woodstock,IL,60098,4602,MCHENRY,-88.432129,42.293015,-88.432129,42.293015,6419,202560098,No,NA
Gas Cap Fuels 3,Gas Station,401 S Eastwood Dr,NA,Woodstock,IL,60098,4628,MCHENRY,-88.432739,42.311123,-88.432739,42.311123,6420,40160098,No,Unqualified
CASEY'S GENERAL STORE 3835,Convenience Store,2040 S Eastwood Dr,NA,Woodstock,IL,60098,4619,MCHENRY,-88.433304,42.292992,-88.433304,42.292992,6421,204060098,No,Unqualified
Quick Beverage,Convenience Store,991 McConnell Rd,NA,Woodstock,IL,60098,4264,MCHENRY,-88.43219,42.30558,-88.43219,42.30558,6422,99160098,No,Unqualified
Casey's General Store 1830,Convenience Store,1556 School St,NA,Hillsboro,IL,62049,1939,MONTGOMERY,-89.477043,39.156006,-89.477043,39.156006,6855,155662049,No,Unqualified
Paris Frozen Foods Inc,Frozen Foods Retailer,305 Springfield Rd,NA,Hillsboro,IL,62049,1150,MONTGOMERY,-89.497093,39.163612,-89.497093,39.163612,6859,30562049,No,Unqualified
DOLLAR GENERAL  1100,Dollar Store,1129 Rountree St,NA,Hillsboro,IL,62049,1841,MONTGOMERY,-89.491302,39.150547,-89.491302,39.150547,6874,112962049,No,Unqualified
Casey's General Store 1963,Convenience Store,1735 Vandalia Rd,NA,Hillsboro,IL,62049,1855,MONTGOMERY,-89.488792,39.142178,-89.488792,39.142178,6878,173562049,No,Unqualified
Casey's General Store 1608,Convenience Store,200 S Hamilton St,NA,Hillsboro,IL,62049,NA,MONTGOMERY,-89.494514,39.160461,-89.494514,39.160461,6882,20062049,No,Unqualified
CVS  6932,Convenience Store,608 S Main St,NA,Hillsboro,IL,62049,1732,MONTGOMERY,-89.493523,39.15617,-89.493523,39.15617,6885,60862049,No,Unqualified
Arb Group Inc,NA,1075 E Grant Hwy,NA,Marengo,IL,60152,3482,MCHENRY,-88.589752,42.24052,-88.589752,42.24052,7771,107560152,No,NA
Sullivan's Foods 242,Small to Medium Grocery Chain,202 Lindow Ln,NA,Marengo,IL,60152,9478,MCHENRY,-88.58567,42.242928,-88.58567,42.242928,7777,20260152,No,Potential Partner
Dollar General 3796,Dollar Store,1020 E Grant Hwy,NA,Marengo,IL,60152,3408,MCHENRY,-88.59185,42.242065,-88.59185,42.242065,7783,102060152,No,Unqualified
La Pasadita Mexican Store,NA,515 E Vienna St,Ste A,Anna,IL,62906,2045,UNION,-89.235893,37.459919,-89.235893,37.459919,7872,51562906,No,NA
Anna Zx 203,NA,414 E Vienna St,NA,Anna,IL,62906,2014,UNION,-89.237579,37.459702,-89.237579,37.459702,7878,41462906,No,NA
KROGER L-672,Large Grocery Chain,45 Plaza Drive,NA,ANNA,IL,62906,NA,UNION,-89.229813,37.462318,-89.229813,37.462318,7884,4562906,No,Potential Partner
Seafood Specialties,Meat or Fish Market,155 E Vienna St,NA,Anna,IL,62906,1839,UNION,-89.244064,37.459538,-89.244064,37.459538,7890,15562906,No,Unqualified
Triple C Meats,Meat or Fish Market,5565 State Route 146 E,NA,Anna,IL,62906,3571,UNION,-89.148186,37.449467,-89.148186,37.449467,7896,556562906,No,Unqualified
Farm Fresh,NA,155 W Vienna St,NA,Anna,IL,62906,1630,UNION,-89.248787,37.46125,-89.248787,37.46125,7904,15562906,No,NA
Dollar Tree 5103,Dollar Store,1250 E Vienna St,NA,Anna,IL,62906,2040,UNION,-89.229897,37.462173,-89.229897,37.462173,7910,125062906,No,Unqualified
Walgreens 12581,Convenience Store,745 E Vienna St,NA,Anna,IL,62906,2041,UNION,-89.231987,37.461147,-89.231987,37.461147,7916,74562906,No,Unqualified
DOLLAR GENERAL  1068,Dollar Store,101 Springfield Ave,NA,Anna,IL,62906,2154,UNION,-89.230934,37.458237,-89.230934,37.458237,7922,10162906,No,Unqualified
Walmart SUPERCENTER  233,Large Grocery Chain,300 Leigh Ave,NA,Anna,IL,62906,2213,UNION,-89.222649,37.462646,-89.222649,37.462646,7927,30062906,No,Potential Partner
Casey's General Store 2073,Convenience Store,202 E Vienna St,NA,Anna,IL,62906,2024,UNION,-89.241257,37.459538,-89.241257,37.459538,7932,20262906,No,Unqualified
Supermercados Giselle,Grocery Store,706 S Lake St,NA,Mundelein,IL,60060,3633,LAKE,-88.000511,42.252796,-88.000511,42.252796,8015,70660060,No,Potential Partner
Sba Petroleum Inc,Gas Station,700 E US Highway 45,NA,Mundelein,IL,60060,4649,LAKE,-87.993256,42.23666,-87.993256,42.23666,8016,70060060,No,Unqualified
L & C Mart Corp 1,NA,1408 Townline Rd,NA,Mundelein,IL,60060,4433,LAKE,-87.980659,42.241699,-87.980659,42.241699,8017,140860060,No,NA
El Talisman Mini Market,Mini Mart,815 S Lake St,NA,Mundelein,IL,60060,3621,LAKE,-87.996315,42.251785,-87.996315,42.251785,8018,81560060,No,Potential Partner
Circle K 4706747,Gas Station,2250 S IL Route 83,NA,Mundelein,IL,60060,4065,LAKE,-87.994209,42.236259,-87.994209,42.236259,8020,225060060,No,Unqualified
Jewel-Osco 3061,Large Grocery Chain,1150 N Maple Ave,NA,Mundelein,IL,60060,NA,LAKE,-88.007278,42.243813,-88.007278,42.243813,8021,115060060,No,Potential Partner
Mundelein Quik Shop GEI-106,Gas Station,628 N Lake St,NA,Mundelein,IL,60060,1846,LAKE,-88.004059,42.273438,-88.004059,42.273438,8022,62860060,No,Unqualified
Super Quick Shop GEI-105,Gas Station,209 N Lake St,NA,Mundelein,IL,60060,2205,LAKE,-88.003952,42.26635,-88.003952,42.26635,8023,20960060,No,Unqualified
MANNY'S FOOD & LIQUOR,Liquor Store,947 Mannheim Rd,NA,Bellwood,IL,60104,2020,COOK,-87.882957,41.874702,-87.882957,41.874702,8061,94760104,No,Unqualified
Dollar General Store 17086,Dollar Store,106 W Rt 71,NA,Newark,IL,60541,NA,KENDALL,-88.58535,41.533199,-88.58535,41.533199,8081,10660541,No,Unqualified
Dollar Tree 3451,Dollar Store,550 Mannheim Rd,NA,Bellwood,IL,60104,1866,COOK,-87.883324,41.882988,-87.883324,41.882988,8114,55060104,No,Unqualified
St Charles Gas & Food Inc.,Gas Station,4401 Saint Charles Rd,NA,Bellwood,IL,60104,1114,COOK,-87.887451,41.889122,-87.887451,41.889122,8116,440160104,No,Unqualified
Thorntons 327,Convenience Store,1125 25th Ave,NA,Bellwood,IL,60104,2481,COOK,-87.862473,41.871925,-87.862473,41.871925,8120,112560104,No,Unqualified
Bp Bellwood,Gas Station,500 Mannheim Rd,NA,Bellwood,IL,60104,1750,COOK,-87.88369,41.883774,-87.88369,41.883774,8126,50060104,No,Unqualified
J And J Food Liquor,Liquor Store,703 Bellwood Ave,NA,Bellwood,IL,60104,1832,COOK,-87.878212,41.880024,-87.878212,41.880024,8134,70360104,No,Unqualified
Woodstock BP GEI-155,Gas Station,870 E South St,NA,Woodstock,IL,60098,4247,MCHENRY,-88.434776,42.312759,-88.434776,42.312759,8238,87060098,No,Unqualified
Woodstock Food Mart,Food Market,1013 N Seminary Ave,NA,Woodstock,IL,60098,2956,MCHENRY,-88.443199,42.325211,-88.443199,42.325211,8246,101360098,No,Potential Partner
Murphy USA 7579,Gas Station,1265 Lake Avenue Rd,NA,Woodstock,IL,60098,7415,MCHENRY,-88.42334,42.295498,-88.42334,42.295498,8248,126560098,No,Unqualified
Papa Murphys Pizza IL032,Restaurant or Fast Food,119 S Eastwood Dr,NA,Woodstock,IL,60098,3519,MCHENRY,-88.435837,42.314156,-88.435837,42.314156,8250,11960098,No,Unqualified
Supermercado El Sol,Grocery Store,201 E Church St,NA,Woodstock,IL,60098,3314,MCHENRY,-88.44593,42.316547,-88.44593,42.316547,8252,20160098,No,Potential Partner
Dollar Tree 6063,Dollar Store,420 S Eastwood Dr,NA,Woodstock,IL,60098,4629,MCHENRY,-88.433495,42.311436,-88.433495,42.311436,8254,42060098,No,Unqualified
Walgreens 01994,Convenience Store,305 S Eastwood Dr,NA,Woodstock,IL,60098,4626,MCHENRY,-88.433868,42.31213,-88.433868,42.31213,8268,30560098,No,Unqualified
Country Cupboard Food Shoppe,NA,123 E South St,NA,Woodstock,IL,60098,3926,MCHENRY,-88.446564,42.312931,-88.446564,42.312931,8273,12360098,No,NA
Circle K 4706831,Gas Station,155 S Eastwood Dr,NA,Woodstock,IL,60098,3519,MCHENRY,-88.435974,42.314243,-88.435974,42.314243,8279,15560098,No,Unqualified
Walmart 3434,Large Grocery Chain,1275 Lake Ave,NA,Woodstock,IL,60098,7415,MCHENRY,-88.42321,42.295395,-88.42321,42.295395,8291,127560098,No,Potential Partner
Woodstock Farmers Market NFP,Farmers Market,100 N Johnson St,Woodstock Town Square,Woodstock,IL,60098,NA,MCHENRY,-88.447922,42.314697,-88.447922,42.314697,8301,10060098,Farm Direct,Current Partner
ALDI 40084,Large Grocery Chain,410 S Eastwood Dr,NA,Woodstock,IL,60098,4629,MCHENRY,-88.433693,42.311691,-88.433693,42.311691,8307,41060098,No,Potential Partner
CVS  2790,Convenience Store,3201 W 95th St,NA,Evergreen Park,IL,60805,2315,COOK,-87.701859,41.720684,-87.701859,41.720684,8381,320160805,No,Unqualified
Meijer Gas Station 265,Gas Station,9202 S Western Ave,NA,Evergreen Park,IL,60805,2500,COOK,-87.682335,41.725494,-87.682335,41.725494,8391,920260805,No,Unqualified
Seafood Junction,Meat or Fish Market,2511 W 95th St,NA,Evergreen Park,IL,60805,2808,COOK,-87.685455,41.720539,-87.685455,41.720539,8398,251160805,No,Unqualified
Wazzup Shrimp Wholesale Market Inc.,NA,633 N. Cicero Ave,Floor F,Chicago,IL,60644,NA,COOK,-87.745369,41.892452,-87.745369,41.892452,8405,63360644,No,NA
Evergreen Bp Inc,Gas Station,2620 W 95th St,NA,Evergreen Park,IL,60805,2700,COOK,-87.68766,41.721443,-87.68766,41.721443,8406,262060805,No,Unqualified
7-eleven #41188a #41188A,Convenience Store,2747 W 95th St,NA,Evergreen Park,IL,60805,2718,COOK,-87.691139,41.720596,-87.691139,41.720596,8414,274760805,No,Unqualified
7-Eleven Store 33791K,Convenience Store,3440 W 95th St,NA,Evergreen Park,IL,60805,2207,COOK,-87.708939,41.721027,-87.708939,41.721027,8423,344060805,No,Unqualified
Walgreens 15635,Convenience Store,3959 W 95th St,NA,Evergreen Park,IL,60805,1904,COOK,-87.72052,41.720459,-87.72052,41.720459,8428,395960805,No,Unqualified
Mariano's 8530,Large Grocery Chain,2559 W 95th St,NA,Evergreen Park,IL,60805,2809,COOK,-87.687164,41.720882,-87.687164,41.720882,8435,255960805,No,Potential Partner
Green Park Corp,NA,2755 W 87th St,NA,Evergreen Park,IL,60805,1104,COOK,-87.691566,41.735355,-87.691566,41.735355,8442,275560805,No,NA
Pete's Fresh Market 8,Fresh Market,3720 W 95th St,NA,Evergreen Park,IL,60805,2137,COOK,-87.714645,41.720615,-87.714645,41.720615,8449,372060805,No,Potential Partner
Whole Food Market 10720,Large Grocery Chain,9600 S Western Ave,NA,Evergreen Park,IL,60805,2803,COOK,-87.682045,41.719036,-87.682045,41.719036,8456,960060805,No,Potential Partner
Dollar Tree 5213,Dollar Store,3401 W 95th St,NA,Evergreen Park,IL,60805,2299,COOK,-87.707344,41.720661,-87.707344,41.720661,8461,340160805,No,Unqualified
Speedway 7757,Convenience Store,3040 W 95th St,NA,Evergreen Park,IL,60805,2410,COOK,-87.69825,41.720833,-87.69825,41.720833,8469,304060805,No,Unqualified
Bview Corportation,NA,2801 W 87th St,NA,Evergreen Park,IL,60805,1135,COOK,-87.692719,41.735332,-87.692719,41.735332,8476,280160805,No,NA
Meijer 265,Large Grocery Chain,9200 S Western Ave,NA,Evergreen Park,IL,60805,NA,COOK,-87.682343,41.725552,-87.682343,41.725552,8484,920060805,No,Potential Partner
Circle K 4706740,Gas Station,2635 W 87th St,NA,Evergreen Park,IL,60805,1102,COOK,-87.688393,41.735386,-87.688393,41.735386,8492,263560805,No,Unqualified
Circle K 4706755,Gas Station,10258 S Kedzie Ave,NA,Evergreen Park,IL,60805,3735,COOK,-87.701416,41.706615,-87.701416,41.706615,8501,1025860805,No,Unqualified
ALDI 62067 62067,Large Grocery Chain,3231 W 87th St,NA,Evergreen Park,IL,60805,1014,COOK,-87.702896,41.735115,-87.702896,41.735115,8508,323160805,No,Potential Partner
Leaf Farmer's Market,Farmers Market,9535 Us Highway 51 N,NA,Cobden,IL,62920,3135,UNION,-89.237404,37.59515,-89.237404,37.59515,8622,953562920,No,Potential Partner
Ekansh Inc,NA,200 N Front St,NA,Cobden,IL,62920,2206,UNION,-89.253761,37.534073,-89.253761,37.534073,8629,20062920,No,NA
Dollar General 16107,Dollar Store,240 S Front St,NA,Cobden,IL,62920,2222,UNION,-89.253822,37.530029,-89.253822,37.530029,8637,24062920,No,Unqualified
M Liquor & Food Mart,Liquor Store,981 State Rt 4,NA,Willisville,IL,62997,NA,PERRY,-89.587097,37.981548,-89.587097,37.981548,8645,98162997,No,Unqualified
Heinen's Grocery Store 44,Small to Medium Grocery Chain,201 Waukegan Rd,NA,Lake Bluff,IL,60044,1666,LAKE,-87.877289,42.278038,-87.877289,42.278038,8708,20160044,No,Potential Partner
Speedway 5036,Convenience Store,110 Arrowhead Dr,NA,Hampshire,IL,60140,7656,KANE,-88.508636,42.148418,-88.508636,42.148418,8714,11060140,No,Unqualified
"Lazar Brothers Enterprises, Inc.",NA,15N454 IL Route 47,NA,Hampshire,IL,60140,9115,KANE,-88.456673,42.087898,-88.456673,42.087898,8718,15N45460140,No,NA
Road Ranger 235,Convenience Store,19N681 US Highway 20,NA,Hampshire,IL,60140,8206,KANE,-88.512604,42.149181,-88.512604,42.149181,8722,19N68160140,No,Unqualified
"Englewood Wine & Spirits, Inc",Liquor Store,6055-57 Racine Avenue,NA,Chicago,IL,60636,1917,COOK,-87.654533,41.783588,-87.654533,41.783588,8724,6055-5760636,No,Unqualified
Casey's General Store 3066,Convenience Store,820 Warner St,NA,Hampshire,IL,60140,9436,KANE,-88.525055,42.089752,-88.525055,42.089752,8726,82060140,No,Unqualified
Ashland West Inc,NA,7101 S Ashland Ave,NA,Chicago,IL,60636,3913,COOK,-87.663757,41.764732,-87.663757,41.764732,8729,710160636,No,NA
TA Elgin 044,Gas Station,19N430 US Highway 20,NA,Hampshire,IL,60140,8205,KANE,-88.508766,42.145618,-88.508766,42.145618,8731,19N43060140,No,Unqualified
Dollar General 20597,Dollar Store,7443 S Racine Ave,NA,Chicago,IL,60636,4113,COOK,-87.653893,41.758518,-87.653893,41.758518,8734,744360636,No,Unqualified
69 Loomis Food Market,Food Market,6849 S Loomis Blvd,NA,Chicago,IL,60636,3403,COOK,-87.659042,41.768978,-87.659042,41.768978,8738,684960636,No,Potential Partner
Racine One Stop Food Inc,Large Grocery Chain,7357 S Racine Ave,NA,Chicago,IL,60636,4111,COOK,-87.653938,41.75983,-87.653938,41.75983,8745,735760636,No,Potential Partner
Western Shell 1,Gas Station,6658 S Western Ave,NA,Chicago,IL,60636,2413,COOK,-87.683487,41.772713,-87.683487,41.772713,8750,665860636,No,Unqualified
61st Gas & Food Mart,Gas Station,6124 S Ashland Ave,NA,Chicago,IL,60636,2322,COOK,-87.664337,41.782478,-87.664337,41.782478,8756,612460636,No,Unqualified
A & A Gas Fuel Mini Food Mart,Gas Station,6700 S Ashland Ave,NA,Chicago,IL,60636,3414,COOK,-87.664047,41.771828,-87.664047,41.771828,8764,670060636,No,Unqualified
Family Dollar 11464,Dollar Store,6800 S Ashland Ave,NA,Chicago,IL,60636,3415,COOK,-87.664009,41.770248,-87.664009,41.770248,8771,680060636,No,Unqualified
Walgreens 06819,Convenience Store,12700 Rockland Rd,NA,Lake Bluff,IL,60044,1420,LAKE,-87.880455,42.279736,-87.880455,42.279736,8774,1270060044,No,Unqualified
Citgo Fuel & Mini Mart,Gas Station,5616 S Western Ave,NA,Chicago,IL,60636,1027,COOK,-87.684029,41.79174,-87.684029,41.79174,8776,561660636,No,Unqualified
Target Store 2860,Large Grocery Chain,975 Rockland Rd,NA,Lake Bluff,IL,60044,2220,LAKE,-87.882591,42.279797,-87.882591,42.279797,8781,97560044,No,Potential Partner
King Food & Liquor,Liquor Store,6759 S Western Ave,NA,Chicago,IL,60636,2414,COOK,-87.683357,41.770306,-87.683357,41.770306,8787,675960636,No,Unqualified
WALGREENS  05089,Convenience Store,7111 S Western Ave,NA,Chicago,IL,60636,3614,COOK,-87.683151,41.764271,-87.683151,41.764271,8801,711160636,No,Unqualified
RUDY'S FOOD & LIQUOR INC,Liquor Store,1558 W 69th St,NA,Chicago,IL,60636,3449,COOK,-87.663193,41.7686,-87.663193,41.7686,8808,155860636,No,Unqualified
Express Food Market,Food Market,6914 S Western Ave,NA,Chicago,IL,60636,3120,COOK,-87.683411,41.768036,-87.683411,41.768036,8815,691460636,No,Potential Partner
Citgo,Gas Station,5901 S Ashland Ave,NA,Chicago,IL,60636,1708,COOK,-87.664352,41.786522,-87.664352,41.786522,8825,590160636,No,Unqualified
Mobile,Gas Station,7200 S Western Ave,NA,Chicago,IL,60636,3637,COOK,-87.683258,41.762817,-87.683258,41.762817,8831,720060636,No,Unqualified
Dollar General 12544,Dollar Store,6647 S Western Ave,NA,Chicago,IL,60636,2412,COOK,-87.683365,41.772205,-87.683365,41.772205,8838,664760636,No,Unqualified
Family Dollar 5063,Dollar Store,7340 S Ashland Ave,NA,Chicago,IL,60636,4018,COOK,-87.663742,41.760387,-87.663742,41.760387,8854,734060636,No,Unqualified
Food 4 Less Midwest 552,Small to Medium Grocery Chain,7030 S Ashland Ave,NA,Chicago,IL,60636,3948,COOK,-87.66391,41.766037,-87.66391,41.766037,8859,703060636,No,Potential Partner
Damen Citgo,Gas Station,6300 S Damen Ave,NA,Chicago,IL,60636,2505,COOK,-87.67395,41.779018,-87.67395,41.779018,8865,630060636,No,Unqualified
Family Dollar 7057,Dollar Store,1615 W 59th St,NA,Chicago,IL,60636,1734,COOK,-87.664993,41.786678,-87.664993,41.786678,8872,161560636,No,Unqualified
ALDI 40015 40015,Large Grocery Chain,400 S Mannheim Rd,NA,Bellwood,IL,60104,1748,COOK,-87.883339,41.884327,-87.883339,41.884327,9000,40060104,No,Potential Partner
Quick Pic Liquor,Convenience Store,422 Derby St,NA,Pekin,IL,61554,5754,TAZEWELL,-89.645905,40.556229,-89.645905,40.556229,9511,42261554,No,Unqualified
Walgreens 09141,Convenience Store,8700 S Kedzie Ave,NA,Evergreen Park,IL,60805,1024,COOK,-87.702209,41.735188,-87.702209,41.735188,9613,870060805,No,Unqualified
Walmart 5485,Large Grocery Chain,2500 W 95th St,NA,Evergreen Park,IL,60805,2807,COOK,-87.684753,41.720947,-87.684753,41.720947,9621,250060805,No,Potential Partner
ALDI 62097 62097,Large Grocery Chain,2541 W 95th St,NA,Evergreen Park,IL,60805,2809,COOK,-87.686676,41.720863,-87.686676,41.720863,9624,254160805,No,Potential Partner
Sam's Club 6349,Large Grocery Chain,9400 S Western Ave,NA,Evergreen Park,IL,60805,2509,COOK,-87.682266,41.72345,-87.682266,41.72345,9631,940060805,No,Potential Partner
Casey's General Store 1983,Convenience Store,311 N Union,NA,Dwight,IL,60420,NA,LIVINGSTON,-88.420509,41.097553,-88.420509,41.097553,9879,31160420,No,Unqualified
Casey's General Store 2172,Convenience Store,100 Watters Dr,NA,Dwight,IL,60420,2200,LIVINGSTON,-88.442894,41.093391,-88.442894,41.093391,9884,10060420,No,Unqualified
